,Model,News-2,News-4,News-8,News-16,Custom News-2
0,DRNet,0.4751334155521273,0.0,95.27481911290856,477.4196440585729,3.2
1,MLP,0.16259391826656824,26.188384680466875,70.6351416896154,441.30833546544835,1576.752490932262
2,TARNET,0.46306438955253054,0.0,95.27481911290856,477.1332118213423,4.07707808664403
