,Model,News-2,News-4,News-8,News-16,Custom News-2
0,DRNet,0.0,0.0,0.0,0.0,0.0
1,MLP,0.0,0.0,0.0,0.0,745.0249975492601
2,TARNET,0.0,0.0,0.0,0.0,470.5421037153222
3,CF,0.0,0.0,0.0,0.0,361.9269472589039
4,kNN,0.0,0.0,0.0,0.0,0.0
