,Model,News-2,News-4,News-8,News-16,Custom News-2
0,DRNet,7.476436749350259,3.500151802754653,5.3903224262592255,9.907840709515863,541.4111160662935
1,MLP,7.750817880311249,8.128617591473523,6.340786831106535,12.485713863374674,492.65399443704877
2,TARNET,7.765119228315805,3.1752624982575095,5.342036613098416,9.750882486971163,519.013760398262
