,Model,News-2,News-4,News-8,News-16,Custom News-2
0,DRNet,17.39244636253956,6.114382383472255,8.876138661799514,11.318086835134098,1166.7048122643562
1,MLP,8.618985167793792,16.500580632488212,6.7115640872453515,18.732299750589505,1093.2699989156488
2,TARNET,7.12801135370507,14.002542396046127,9.906480294675509,17.5649511141861,1137.1295198108808
3,CF,18.827653035565014,8.985398601501014,8.939584005522779,11.074897893481188,1044.1462087235218
4,kNN,5.162131302113247,8.587399092754861,6.318526903280595,11.773329163291756,280.9703047308294
