,Model,News-2,News-4,News-8,News-16,Custom News-2
0,DRNet,0.0,43.922675903494834,0.0,40.91198586082167,0.0
1,MLP,22.092414264019975,512.1473619021934,1.7199359996465795,23.694840091959154,1598.3795471032251
2,TARNET,0.006107938696162559,410.48512451169046,0.0,27.917231492450448,256.3007564364279
