,Model,News-2,News-4,News-8,News-16,Custom News-2
0,DRNet,0.0,5.268860831366901,44.18971060553773,113.93615481369544,0.0
1,MLP,0.024519870366695205,15.2384478119854,269.57258709190654,460.5936588192502,1600.0
2,TARNET,0.0,8.793527072678714,44.844363757269306,113.93615481369544,540.2205521744144
3,CF,36.91057819199851,2.100238873491125,409.67221832643946,624.2705227548204,1575.9015906257969
4,kNN,0.4413576666005138,5.5991021788322195,54.11378927098266,113.63900102584819,274.88
