,Model,News-2,News-4,News-8,News-16,Custom News-2
0,DRNet,1.6871614179365457,8.995098846420053,5.710356394113135,7.306087437925032,575.6037375410598
1,MLP,2.950953359386579,10.99722055972717,8.981823967153517,10.734541828983723,528.6059369948799
2,TARNET,1.550869707621112,9.47545949355441,5.282214005894461,7.360772390387469,586.322796631833
