,Model,News-2,News-4,News-8,News-16,Custom News-2
0,DRNet,6.3487688702972935,2.4231840923466423,8.058728938525164,7.84405506340957,2446.0598309335696
1,MLP,8.503558251427311,4.344205175776273,10.210029651460502,15.170533923940553,1250.5037824211201
2,TARNET,6.5104087979361225,2.3533610179030053,8.13373046767274,7.768446134142872,2629.901904435613
